[OUTPUT] [DEBUG DLIOBenchmark.__init__] After LoadConfig:
[OUTPUT]   storage_type   = <StorageType.LOCAL_FS: 'local_fs'>
[OUTPUT]   storage_root   = './'
[OUTPUT]   storage_options= None
[OUTPUT]   data_folder    = '/mnt/glfs/GalaxSphere-2Tier0/training/unet3d'
[OUTPUT]   framework      = <FrameworkType.PYTORCH: 'pytorch'>
[OUTPUT]   num_files_train= 196000
[OUTPUT]   record_length  = 146600628
[OUTPUT]   generate_data  = False
[OUTPUT]   do_train       = True
[OUTPUT]   do_checkpoint  = False
[OUTPUT]   epochs         = 5
[OUTPUT]   batch_size     = 7
[OUTPUT] 2026-07-13T12:47:19.890204 Running DLIO [Training] with 48 process(es)
[OUTPUT] 2026-07-13T12:47:19.913260 skip_listing [train]: validating 196,000 of 196,000 files (first, last, every 1) via HEAD requests ...
[OUTPUT] 2026-07-13T12:47:19.917085 skip_listing [train]:   500/196,000 checked (0%)  —  135519 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:19.960895 skip_listing [train]:   11,000/196,000 checked (6%)  —  231575 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:19.962961 skip_listing [train]:   11,500/196,000 checked (6%)  —  232012 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:19.965031 skip_listing [train]:   12,000/196,000 checked (6%)  —  232394 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:19.967103 skip_listing [train]:   12,500/196,000 checked (6%)  —  232738 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:19.969176 skip_listing [train]:   13,000/196,000 checked (7%)  —  233053 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:19.972135 skip_listing [train]:   13,500/196,000 checked (7%)  —  229823 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:19.974206 skip_listing [train]:   14,000/196,000 checked (7%)  —  230220 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:19.976287 skip_listing [train]:   14,500/196,000 checked (7%)  —  230553 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:19.978360 skip_listing [train]:   15,000/196,000 checked (8%)  —  230893 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:19.980431 skip_listing [train]:   15,500/196,000 checked (8%)  —  231218 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:19.982505 skip_listing [train]:   16,000/196,000 checked (8%)  —  231512 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:19.984572 skip_listing [train]:   16,500/196,000 checked (8%)  —  231813 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:19.986642 skip_listing [train]:   17,000/196,000 checked (9%)  —  232089 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:19.988710 skip_listing [train]:   17,500/196,000 checked (9%)  —  232354 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:19.990779 skip_listing [train]:   18,000/196,000 checked (9%)  —  232605 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:19.992846 skip_listing [train]:   18,500/196,000 checked (9%)  —  232846 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:19.994920 skip_listing [train]:   19,000/196,000 checked (10%)  —  233054 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:19.996989 skip_listing [train]:   19,500/196,000 checked (10%)  —  233268 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.000011 skip_listing [train]:   20,000/196,000 checked (10%)  —  230903 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.002086 skip_listing [train]:   20,500/196,000 checked (10%)  —  231138 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.004156 skip_listing [train]:   21,000/196,000 checked (11%)  —  231374 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.006230 skip_listing [train]:   21,500/196,000 checked (11%)  —  231591 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.008304 skip_listing [train]:   22,000/196,000 checked (11%)  —  231799 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.010374 skip_listing [train]:   22,500/196,000 checked (11%)  —  232008 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.012446 skip_listing [train]:   23,000/196,000 checked (12%)  —  232202 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.014520 skip_listing [train]:   23,500/196,000 checked (12%)  —  232383 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.016593 skip_listing [train]:   24,000/196,000 checked (12%)  —  232560 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.018663 skip_listing [train]:   24,500/196,000 checked (12%)  —  232739 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.020735 skip_listing [train]:   25,000/196,000 checked (13%)  —  232904 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.022807 skip_listing [train]:   25,500/196,000 checked (13%)  —  233063 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.024877 skip_listing [train]:   26,000/196,000 checked (13%)  —  233221 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.026946 skip_listing [train]:   26,500/196,000 checked (14%)  —  233374 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.029015 skip_listing [train]:   27,000/196,000 checked (14%)  —  233521 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.031081 skip_listing [train]:   27,500/196,000 checked (14%)  —  233671 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.033153 skip_listing [train]:   28,000/196,000 checked (14%)  —  233803 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.035220 skip_listing [train]:   28,500/196,000 checked (15%)  —  233942 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.037285 skip_listing [train]:   29,000/196,000 checked (15%)  —  234078 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.039358 skip_listing [train]:   29,500/196,000 checked (15%)  —  234195 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.041424 skip_listing [train]:   30,000/196,000 checked (15%)  —  234320 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.043485 skip_listing [train]:   30,500/196,000 checked (16%)  —  234452 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.045550 skip_listing [train]:   31,000/196,000 checked (16%)  —  234571 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.047618 skip_listing [train]:   31,500/196,000 checked (16%)  —  234682 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.049689 skip_listing [train]:   32,000/196,000 checked (16%)  —  234786 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.051759 skip_listing [train]:   32,500/196,000 checked (17%)  —  234886 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.053826 skip_listing [train]:   33,000/196,000 checked (17%)  —  234989 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.055891 skip_listing [train]:   33,500/196,000 checked (17%)  —  235093 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.058804 skip_listing [train]:   34,000/196,000 checked (17%)  —  233822 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.060876 skip_listing [train]:   34,500/196,000 checked (18%)  —  233927 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.062945 skip_listing [train]:   35,000/196,000 checked (18%)  —  234035 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.065014 skip_listing [train]:   35,500/196,000 checked (18%)  —  234138 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.067084 skip_listing [train]:   36,000/196,000 checked (18%)  —  234238 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.069151 skip_listing [train]:   36,500/196,000 checked (19%)  —  234340 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.071222 skip_listing [train]:   37,000/196,000 checked (19%)  —  234432 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.073288 skip_listing [train]:   37,500/196,000 checked (19%)  —  234531 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.075355 skip_listing [train]:   38,000/196,000 checked (19%)  —  234625 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.077430 skip_listing [train]:   38,500/196,000 checked (20%)  —  234705 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.079497 skip_listing [train]:   39,000/196,000 checked (20%)  —  234795 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.081560 skip_listing [train]:   39,500/196,000 checked (20%)  —  234887 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.083629 skip_listing [train]:   40,000/196,000 checked (20%)  —  234969 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.085704 skip_listing [train]:   40,500/196,000 checked (21%)  —  235042 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.087771 skip_listing [train]:   41,000/196,000 checked (21%)  —  235123 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.089837 skip_listing [train]:   41,500/196,000 checked (21%)  —  235204 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.091903 skip_listing [train]:   42,000/196,000 checked (21%)  —  235283 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.093973 skip_listing [train]:   42,500/196,000 checked (22%)  —  235355 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.096037 skip_listing [train]:   43,000/196,000 checked (22%)  —  235432 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.098097 skip_listing [train]:   43,500/196,000 checked (22%)  —  235513 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.100162 skip_listing [train]:   44,000/196,000 checked (22%)  —  235587 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.102233 skip_listing [train]:   44,500/196,000 checked (23%)  —  235651 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.104306 skip_listing [train]:   45,000/196,000 checked (23%)  —  235711 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.106372 skip_listing [train]:   45,500/196,000 checked (23%)  —  235778 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.108443 skip_listing [train]:   46,000/196,000 checked (23%)  —  235839 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.110511 skip_listing [train]:   46,500/196,000 checked (24%)  —  235901 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.112582 skip_listing [train]:   47,000/196,000 checked (24%)  —  235959 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.114653 skip_listing [train]:   47,500/196,000 checked (24%)  —  236015 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.116725 skip_listing [train]:   48,000/196,000 checked (24%)  —  236068 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.118793 skip_listing [train]:   48,500/196,000 checked (25%)  —  236126 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.120863 skip_listing [train]:   49,000/196,000 checked (25%)  —  236180 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.122930 skip_listing [train]:   49,500/196,000 checked (25%)  —  236237 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.124996 skip_listing [train]:   50,000/196,000 checked (26%)  —  236293 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.127066 skip_listing [train]:   50,500/196,000 checked (26%)  —  236344 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.129134 skip_listing [train]:   51,000/196,000 checked (26%)  —  236396 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.131202 skip_listing [train]:   51,500/196,000 checked (26%)  —  236447 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.133271 skip_listing [train]:   52,000/196,000 checked (27%)  —  236496 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.135340 skip_listing [train]:   52,500/196,000 checked (27%)  —  236545 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.137411 skip_listing [train]:   53,000/196,000 checked (27%)  —  236590 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.139480 skip_listing [train]:   53,500/196,000 checked (27%)  —  236635 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.141548 skip_listing [train]:   54,000/196,000 checked (28%)  —  236682 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.143616 skip_listing [train]:   54,500/196,000 checked (28%)  —  236728 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.145681 skip_listing [train]:   55,000/196,000 checked (28%)  —  236776 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.147747 skip_listing [train]:   55,500/196,000 checked (28%)  —  236823 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.149815 skip_listing [train]:   56,000/196,000 checked (29%)  —  236866 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.151888 skip_listing [train]:   56,500/196,000 checked (29%)  —  236903 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.153957 skip_listing [train]:   57,000/196,000 checked (29%)  —  236945 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.156027 skip_listing [train]:   57,500/196,000 checked (29%)  —  236983 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.158100 skip_listing [train]:   58,000/196,000 checked (30%)  —  237020 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.160166 skip_listing [train]:   58,500/196,000 checked (30%)  —  237061 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.162794 skip_listing [train]:   59,000/196,000 checked (30%)  —  236568 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.164873 skip_listing [train]:   59,500/196,000 checked (30%)  —  236601 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.166945 skip_listing [train]:   60,000/196,000 checked (31%)  —  236639 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.169015 skip_listing [train]:   60,500/196,000 checked (31%)  —  236679 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.171086 skip_listing [train]:   61,000/196,000 checked (31%)  —  236717 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.173157 skip_listing [train]:   61,500/196,000 checked (31%)  —  236754 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.175226 skip_listing [train]:   62,000/196,000 checked (32%)  —  236793 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.177298 skip_listing [train]:   62,500/196,000 checked (32%)  —  236829 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.179366 skip_listing [train]:   63,000/196,000 checked (32%)  —  236867 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.181435 skip_listing [train]:   63,500/196,000 checked (32%)  —  236904 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.183508 skip_listing [train]:   64,000/196,000 checked (33%)  —  236938 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.185573 skip_listing [train]:   64,500/196,000 checked (33%)  —  236977 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.188119 skip_listing [train]:   65,000/196,000 checked (33%)  —  236600 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.190182 skip_listing [train]:   65,500/196,000 checked (33%)  —  236643 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.192243 skip_listing [train]:   66,000/196,000 checked (34%)  —  236688 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.194300 skip_listing [train]:   66,500/196,000 checked (34%)  —  236734 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.196352 skip_listing [train]:   67,000/196,000 checked (34%)  —  236784 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.198395 skip_listing [train]:   67,500/196,000 checked (34%)  —  236842 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.200436 skip_listing [train]:   68,000/196,000 checked (35%)  —  236899 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.202485 skip_listing [train]:   68,500/196,000 checked (35%)  —  236950 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.204524 skip_listing [train]:   69,000/196,000 checked (35%)  —  237008 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.206564 skip_listing [train]:   69,500/196,000 checked (35%)  —  237064 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.208599 skip_listing [train]:   70,000/196,000 checked (36%)  —  237124 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.210629 skip_listing [train]:   70,500/196,000 checked (36%)  —  237186 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.212661 skip_listing [train]:   71,000/196,000 checked (36%)  —  237246 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.214696 skip_listing [train]:   71,500/196,000 checked (36%)  —  237304 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.216727 skip_listing [train]:   72,000/196,000 checked (37%)  —  237363 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.218757 skip_listing [train]:   72,500/196,000 checked (37%)  —  237423 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.220786 skip_listing [train]:   73,000/196,000 checked (37%)  —  237482 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.222808 skip_listing [train]:   73,500/196,000 checked (38%)  —  237546 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.224826 skip_listing [train]:   74,000/196,000 checked (38%)  —  237612 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.226840 skip_listing [train]:   74,500/196,000 checked (38%)  —  237681 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.228847 skip_listing [train]:   75,000/196,000 checked (38%)  —  237753 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.230854 skip_listing [train]:   75,500/196,000 checked (39%)  —  237825 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.232861 skip_listing [train]:   76,000/196,000 checked (39%)  —  237896 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.234869 skip_listing [train]:   76,500/196,000 checked (39%)  —  237966 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.236871 skip_listing [train]:   77,000/196,000 checked (39%)  —  238039 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.238872 skip_listing [train]:   77,500/196,000 checked (40%)  —  238112 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.240877 skip_listing [train]:   78,000/196,000 checked (40%)  —  238180 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.242884 skip_listing [train]:   78,500/196,000 checked (40%)  —  238247 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.244888 skip_listing [train]:   79,000/196,000 checked (40%)  —  238315 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.246887 skip_listing [train]:   79,500/196,000 checked (41%)  —  238386 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.248884 skip_listing [train]:   80,000/196,000 checked (41%)  —  238457 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.250883 skip_listing [train]:   80,500/196,000 checked (41%)  —  238526 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.252886 skip_listing [train]:   81,000/196,000 checked (41%)  —  238592 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.254886 skip_listing [train]:   81,500/196,000 checked (42%)  —  238659 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.256890 skip_listing [train]:   82,000/196,000 checked (42%)  —  238722 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.258894 skip_listing [train]:   82,500/196,000 checked (42%)  —  238785 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.260895 skip_listing [train]:   83,000/196,000 checked (42%)  —  238848 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.262895 skip_listing [train]:   83,500/196,000 checked (43%)  —  238912 checks/s  —  ETA 0s  —  0 failed so far
