[OUTPUT] [DEBUG DLIOBenchmark.__init__] After LoadConfig:
[OUTPUT]   storage_type   = <StorageType.LOCAL_FS: 'local_fs'>
[OUTPUT]   storage_root   = './'
[OUTPUT]   storage_options= None
[OUTPUT]   data_folder    = '/mnt/glfs/GalaxSphere-2Tier0/training/unet3d'
[OUTPUT]   framework      = <FrameworkType.PYTORCH: 'pytorch'>
[OUTPUT]   num_files_train= 196000
[OUTPUT]   record_length  = 146600628
[OUTPUT]   generate_data  = False
[OUTPUT]   do_train       = True
[OUTPUT]   do_checkpoint  = False
[OUTPUT]   epochs         = 5
[OUTPUT]   batch_size     = 7
[OUTPUT] 2026-07-13T12:47:19.890204 Running DLIO [Training] with 48 process(es)
[OUTPUT] 2026-07-13T12:47:19.913260 skip_listing [train]: validating 196,000 of 196,000 files (first, last, every 1) via HEAD requests ...
[OUTPUT] 2026-07-13T12:47:19.917085 skip_listing [train]:   500/196,000 checked (0%)  —  135519 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.264889 skip_listing [train]:   84,000/196,000 checked (43%)  —  238979 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.266886 skip_listing [train]:   84,500/196,000 checked (43%)  —  239044 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.268884 skip_listing [train]:   85,000/196,000 checked (43%)  —  239107 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.270882 skip_listing [train]:   85,500/196,000 checked (44%)  —  239169 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.272879 skip_listing [train]:   86,000/196,000 checked (44%)  —  239231 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.274881 skip_listing [train]:   86,500/196,000 checked (44%)  —  239289 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.276883 skip_listing [train]:   87,000/196,000 checked (44%)  —  239347 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.278884 skip_listing [train]:   87,500/196,000 checked (45%)  —  239405 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.280878 skip_listing [train]:   88,000/196,000 checked (45%)  —  239466 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.282870 skip_listing [train]:   88,500/196,000 checked (45%)  —  239529 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.284868 skip_listing [train]:   89,000/196,000 checked (45%)  —  239586 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.286870 skip_listing [train]:   89,500/196,000 checked (46%)  —  239641 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.288865 skip_listing [train]:   90,000/196,000 checked (46%)  —  239699 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.290862 skip_listing [train]:   90,500/196,000 checked (46%)  —  239756 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.292858 skip_listing [train]:   91,000/196,000 checked (46%)  —  239812 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.294860 skip_listing [train]:   91,500/196,000 checked (47%)  —  239864 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.296859 skip_listing [train]:   92,000/196,000 checked (47%)  —  239918 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.298857 skip_listing [train]:   92,500/196,000 checked (47%)  —  239971 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.300853 skip_listing [train]:   93,000/196,000 checked (47%)  —  240026 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.302853 skip_listing [train]:   93,500/196,000 checked (48%)  —  240077 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.304855 skip_listing [train]:   94,000/196,000 checked (48%)  —  240126 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.306854 skip_listing [train]:   94,500/196,000 checked (48%)  —  240177 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.308855 skip_listing [train]:   95,000/196,000 checked (48%)  —  240226 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.310850 skip_listing [train]:   95,500/196,000 checked (49%)  —  240278 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.312848 skip_listing [train]:   96,000/196,000 checked (49%)  —  240328 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.314849 skip_listing [train]:   96,500/196,000 checked (49%)  —  240376 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.316843 skip_listing [train]:   97,000/196,000 checked (49%)  —  240427 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.318844 skip_listing [train]:   97,500/196,000 checked (50%)  —  240474 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.320841 skip_listing [train]:   98,000/196,000 checked (50%)  —  240522 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.322840 skip_listing [train]:   98,500/196,000 checked (50%)  —  240569 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.324841 skip_listing [train]:   99,000/196,000 checked (51%)  —  240614 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.326841 skip_listing [train]:   99,500/196,000 checked (51%)  —  240660 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.328844 skip_listing [train]:   100,000/196,000 checked (51%)  —  240703 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.330838 skip_listing [train]:   100,500/196,000 checked (51%)  —  240751 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.332825 skip_listing [train]:   101,000/196,000 checked (52%)  —  240802 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.334815 skip_listing [train]:   101,500/196,000 checked (52%)  —  240852 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.336801 skip_listing [train]:   102,000/196,000 checked (52%)  —  240903 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.339593 skip_listing [train]:   102,500/196,000 checked (52%)  —  240498 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.341590 skip_listing [train]:   103,000/196,000 checked (53%)  —  240544 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.343579 skip_listing [train]:   103,500/196,000 checked (53%)  —  240595 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.345567 skip_listing [train]:   104,000/196,000 checked (53%)  —  240645 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.347556 skip_listing [train]:   104,500/196,000 checked (53%)  —  240694 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.349546 skip_listing [train]:   105,000/196,000 checked (54%)  —  240742 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.351538 skip_listing [train]:   105,500/196,000 checked (54%)  —  240789 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.353531 skip_listing [train]:   106,000/196,000 checked (54%)  —  240834 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.355527 skip_listing [train]:   106,500/196,000 checked (54%)  —  240878 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.357514 skip_listing [train]:   107,000/196,000 checked (55%)  —  240926 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.359503 skip_listing [train]:   107,500/196,000 checked (55%)  —  240973 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.361495 skip_listing [train]:   108,000/196,000 checked (55%)  —  241017 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.363483 skip_listing [train]:   108,500/196,000 checked (55%)  —  241063 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.366256 skip_listing [train]:   109,000/196,000 checked (56%)  —  240691 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.368250 skip_listing [train]:   109,500/196,000 checked (56%)  —  240736 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.370235 skip_listing [train]:   110,000/196,000 checked (56%)  —  240784 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.372226 skip_listing [train]:   110,500/196,000 checked (56%)  —  240829 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.374214 skip_listing [train]:   111,000/196,000 checked (57%)  —  240875 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.376197 skip_listing [train]:   111,500/196,000 checked (57%)  —  240924 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.378189 skip_listing [train]:   112,000/196,000 checked (57%)  —  240967 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.380178 skip_listing [train]:   112,500/196,000 checked (57%)  —  241011 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.382167 skip_listing [train]:   113,000/196,000 checked (58%)  —  241055 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.384155 skip_listing [train]:   113,500/196,000 checked (58%)  —  241099 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.386143 skip_listing [train]:   114,000/196,000 checked (58%)  —  241143 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.388128 skip_listing [train]:   114,500/196,000 checked (58%)  —  241188 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.390111 skip_listing [train]:   115,000/196,000 checked (59%)  —  241233 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.392097 skip_listing [train]:   115,500/196,000 checked (59%)  —  241277 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.394080 skip_listing [train]:   116,000/196,000 checked (59%)  —  241322 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.396068 skip_listing [train]:   116,500/196,000 checked (59%)  —  241364 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.398057 skip_listing [train]:   117,000/196,000 checked (60%)  —  241405 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.400044 skip_listing [train]:   117,500/196,000 checked (60%)  —  241447 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.402031 skip_listing [train]:   118,000/196,000 checked (60%)  —  241488 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.404019 skip_listing [train]:   118,500/196,000 checked (60%)  —  241529 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.406005 skip_listing [train]:   119,000/196,000 checked (61%)  —  241570 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.407988 skip_listing [train]:   119,500/196,000 checked (61%)  —  241612 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.409971 skip_listing [train]:   120,000/196,000 checked (61%)  —  241654 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.411954 skip_listing [train]:   120,500/196,000 checked (61%)  —  241696 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.413939 skip_listing [train]:   121,000/196,000 checked (62%)  —  241737 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.415920 skip_listing [train]:   121,500/196,000 checked (62%)  —  241778 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.417904 skip_listing [train]:   122,000/196,000 checked (62%)  —  241819 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.419884 skip_listing [train]:   122,500/196,000 checked (62%)  —  241861 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.421867 skip_listing [train]:   123,000/196,000 checked (63%)  —  241901 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.423853 skip_listing [train]:   123,500/196,000 checked (63%)  —  241939 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.425840 skip_listing [train]:   124,000/196,000 checked (63%)  —  241977 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.427821 skip_listing [train]:   124,500/196,000 checked (64%)  —  242017 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.429801 skip_listing [train]:   125,000/196,000 checked (64%)  —  242057 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.431784 skip_listing [train]:   125,500/196,000 checked (64%)  —  242096 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.433777 skip_listing [train]:   126,000/196,000 checked (64%)  —  242129 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.435765 skip_listing [train]:   126,500/196,000 checked (65%)  —  242165 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.437753 skip_listing [train]:   127,000/196,000 checked (65%)  —  242200 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.439732 skip_listing [train]:   127,500/196,000 checked (65%)  —  242240 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.441718 skip_listing [train]:   128,000/196,000 checked (65%)  —  242276 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.443702 skip_listing [train]:   128,500/196,000 checked (66%)  —  242312 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.445685 skip_listing [train]:   129,000/196,000 checked (66%)  —  242348 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.447671 skip_listing [train]:   129,500/196,000 checked (66%)  —  242384 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.449662 skip_listing [train]:   130,000/196,000 checked (66%)  —  242416 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.452194 skip_listing [train]:   130,500/196,000 checked (67%)  —  242205 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.454189 skip_listing [train]:   131,000/196,000 checked (67%)  —  242236 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.456173 skip_listing [train]:   131,500/196,000 checked (67%)  —  242272 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.458156 skip_listing [train]:   132,000/196,000 checked (67%)  —  242308 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.460140 skip_listing [train]:   132,500/196,000 checked (68%)  —  242343 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.462126 skip_listing [train]:   133,000/196,000 checked (68%)  —  242377 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.464108 skip_listing [train]:   133,500/196,000 checked (68%)  —  242413 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.466092 skip_listing [train]:   134,000/196,000 checked (68%)  —  242447 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.468076 skip_listing [train]:   134,500/196,000 checked (69%)  —  242481 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.470063 skip_listing [train]:   135,000/196,000 checked (69%)  —  242514 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.472049 skip_listing [train]:   135,500/196,000 checked (69%)  —  242547 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.474035 skip_listing [train]:   136,000/196,000 checked (69%)  —  242579 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.476023 skip_listing [train]:   136,500/196,000 checked (70%)  —  242611 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.478003 skip_listing [train]:   137,000/196,000 checked (70%)  —  242646 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.479991 skip_listing [train]:   137,500/196,000 checked (70%)  —  242677 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.481980 skip_listing [train]:   138,000/196,000 checked (70%)  —  242708 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.483967 skip_listing [train]:   138,500/196,000 checked (71%)  —  242739 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.485962 skip_listing [train]:   139,000/196,000 checked (71%)  —  242766 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.487949 skip_listing [train]:   139,500/196,000 checked (71%)  —  242797 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.489931 skip_listing [train]:   140,000/196,000 checked (71%)  —  242829 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.491916 skip_listing [train]:   140,500/196,000 checked (72%)  —  242860 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.493905 skip_listing [train]:   141,000/196,000 checked (72%)  —  242890 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.495888 skip_listing [train]:   141,500/196,000 checked (72%)  —  242921 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.497874 skip_listing [train]:   142,000/196,000 checked (72%)  —  242951 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.499856 skip_listing [train]:   142,500/196,000 checked (73%)  —  242982 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.501838 skip_listing [train]:   143,000/196,000 checked (73%)  —  243014 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.503825 skip_listing [train]:   143,500/196,000 checked (73%)  —  243043 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.505807 skip_listing [train]:   144,000/196,000 checked (73%)  —  243074 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.507788 skip_listing [train]:   144,500/196,000 checked (74%)  —  243105 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.509774 skip_listing [train]:   145,000/196,000 checked (74%)  —  243134 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.511759 skip_listing [train]:   145,500/196,000 checked (74%)  —  243163 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.513744 skip_listing [train]:   146,000/196,000 checked (74%)  —  243192 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.515724 skip_listing [train]:   146,500/196,000 checked (75%)  —  243222 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.517706 skip_listing [train]:   147,000/196,000 checked (75%)  —  243252 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.519690 skip_listing [train]:   147,500/196,000 checked (75%)  —  243281 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.521669 skip_listing [train]:   148,000/196,000 checked (76%)  —  243311 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.523648 skip_listing [train]:   148,500/196,000 checked (76%)  —  243341 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.525631 skip_listing [train]:   149,000/196,000 checked (76%)  —  243370 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.527609 skip_listing [train]:   149,500/196,000 checked (76%)  —  243400 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.529593 skip_listing [train]:   150,000/196,000 checked (77%)  —  243428 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.531586 skip_listing [train]:   150,500/196,000 checked (77%)  —  243452 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.533565 skip_listing [train]:   151,000/196,000 checked (77%)  —  243481 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.535543 skip_listing [train]:   151,500/196,000 checked (77%)  —  243511 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.537526 skip_listing [train]:   152,000/196,000 checked (78%)  —  243539 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.539505 skip_listing [train]:   152,500/196,000 checked (78%)  —  243567 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.541491 skip_listing [train]:   153,000/196,000 checked (78%)  —  243593 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.543473 skip_listing [train]:   153,500/196,000 checked (78%)  —  243620 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.545462 skip_listing [train]:   154,000/196,000 checked (79%)  —  243645 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.547454 skip_listing [train]:   154,500/196,000 checked (79%)  —  243668 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.549437 skip_listing [train]:   155,000/196,000 checked (79%)  —  243694 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.551442 skip_listing [train]:   155,500/196,000 checked (79%)  —  243712 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.553433 skip_listing [train]:   156,000/196,000 checked (80%)  —  243735 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.555417 skip_listing [train]:   156,500/196,000 checked (80%)  —  243761 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.557406 skip_listing [train]:   157,000/196,000 checked (80%)  —  243784 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.559393 skip_listing [train]:   157,500/196,000 checked (80%)  —  243808 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.561382 skip_listing [train]:   158,000/196,000 checked (81%)  —  243832 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.563372 skip_listing [train]:   158,500/196,000 checked (81%)  —  243855 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.565365 skip_listing [train]:   159,000/196,000 checked (81%)  —  243876 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.567356 skip_listing [train]:   159,500/196,000 checked (81%)  —  243898 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.569341 skip_listing [train]:   160,000/196,000 checked (82%)  —  243922 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.571326 skip_listing [train]:   160,500/196,000 checked (82%)  —  243946 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.573313 skip_listing [train]:   161,000/196,000 checked (82%)  —  243969 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.575294 skip_listing [train]:   161,500/196,000 checked (82%)  —  243994 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.577281 skip_listing [train]:   162,000/196,000 checked (83%)  —  244018 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.579273 skip_listing [train]:   162,500/196,000 checked (83%)  —  244038 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.581258 skip_listing [train]:   163,000/196,000 checked (83%)  —  244062 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.583245 skip_listing [train]:   163,500/196,000 checked (83%)  —  244084 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.585234 skip_listing [train]:   164,000/196,000 checked (84%)  —  244106 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.587220 skip_listing [train]:   164,500/196,000 checked (84%)  —  244128 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.589206 skip_listing [train]:   165,000/196,000 checked (84%)  —  244151 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.591192 skip_listing [train]:   165,500/196,000 checked (84%)  —  244173 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.593182 skip_listing [train]:   166,000/196,000 checked (85%)  —  244194 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.595167 skip_listing [train]:   166,500/196,000 checked (85%)  —  244216 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.597156 skip_listing [train]:   167,000/196,000 checked (85%)  —  244237 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.599142 skip_listing [train]:   167,500/196,000 checked (85%)  —  244259 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.601126 skip_listing [train]:   168,000/196,000 checked (86%)  —  244281 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.603107 skip_listing [train]:   168,500/196,000 checked (86%)  —  244304 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.605089 skip_listing [train]:   169,000/196,000 checked (86%)  —  244328 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T12:47:20.607074 skip_listing [train]:   169,500/196,000 checked (86%)  —  244349 checks/s  —  ETA 0s  —  0 failed so far
