[OUTPUT] [DEBUG DLIOBenchmark.__init__] After LoadConfig:
[OUTPUT]   storage_type   = <StorageType.LOCAL_FS: 'local_fs'>
[OUTPUT]   storage_root   = './'
[OUTPUT]   storage_options= None
[OUTPUT]   data_folder    = '/mnt/glfs/GalaxSphere-4Tier0/training/unet3d'
[OUTPUT]   framework      = <FrameworkType.PYTORCH: 'pytorch'>
[OUTPUT]   num_files_train= 280000
[OUTPUT]   record_length  = 146600628
[OUTPUT]   generate_data  = False
[OUTPUT]   do_train       = True
[OUTPUT]   do_checkpoint  = False
[OUTPUT]   epochs         = 5
[OUTPUT]   batch_size     = 7
[OUTPUT] 2026-07-09T20:37:33.836708 Running DLIO [Training] with 80 process(es)
[OUTPUT] 2026-07-09T20:37:33.865018 skip_listing [train]: validating 280,000 of 280,000 files (first, last, every 1) via HEAD requests ...
[OUTPUT] 2026-07-09T20:37:33.890741 skip_listing [train]:   500/280,000 checked (0%)  —  19556 checks/s  —  ETA 14s  —  0 failed so far
[OUTPUT] 2026-07-09T20:37:35.027872 skip_listing [train]:   42,500/280,000 checked (15%)  —  36553 checks/s  —  ETA 6s  —  0 failed so far
[OUTPUT] 2026-07-09T20:37:35.043916 skip_listing [train]:   43,000/280,000 checked (15%)  —  36479 checks/s  —  ETA 6s  —  0 failed so far
[OUTPUT] 2026-07-09T20:37:35.059409 skip_listing [train]:   43,500/280,000 checked (16%)  —  36425 checks/s  —  ETA 6s  —  0 failed so far
[OUTPUT] 2026-07-09T20:37:35.074854 skip_listing [train]:   44,000/280,000 checked (16%)  —  36373 checks/s  —  ETA 6s  —  0 failed so far
[OUTPUT] 2026-07-09T20:37:35.088892 skip_listing [train]:   44,500/280,000 checked (16%)  —  36364 checks/s  —  ETA 6s  —  0 failed so far
[OUTPUT] 2026-07-09T20:37:35.102915 skip_listing [train]:   45,000/280,000 checked (16%)  —  36356 checks/s  —  ETA 6s  —  0 failed so far
[OUTPUT] 2026-07-09T20:37:35.115727 skip_listing [train]:   45,500/280,000 checked (16%)  —  36384 checks/s  —  ETA 6s  —  0 failed so far
[OUTPUT] 2026-07-09T20:37:35.126829 skip_listing [train]:   46,000/280,000 checked (16%)  —  36460 checks/s  —  ETA 6s  —  0 failed so far
[OUTPUT] 2026-07-09T20:37:35.141554 skip_listing [train]:   46,500/280,000 checked (17%)  —  36431 checks/s  —  ETA 6s  —  0 failed so far
[OUTPUT] 2026-07-09T20:37:35.157118 skip_listing [train]:   47,000/280,000 checked (17%)  —  36379 checks/s  —  ETA 6s  —  0 failed so far
[OUTPUT] 2026-07-09T20:37:35.174267 skip_listing [train]:   47,500/280,000 checked (17%)  —  36285 checks/s  —  ETA 6s  —  0 failed so far
[OUTPUT] 2026-07-09T20:37:35.187099 skip_listing [train]:   48,000/280,000 checked (17%)  —  36311 checks/s  —  ETA 6s  —  0 failed so far
[OUTPUT] 2026-07-09T20:37:35.200937 skip_listing [train]:   48,500/280,000 checked (17%)  —  36309 checks/s  —  ETA 6s  —  0 failed so far
[OUTPUT] 2026-07-09T20:37:35.214861 skip_listing [train]:   49,000/280,000 checked (18%)  —  36305 checks/s  —  ETA 6s  —  0 failed so far
[OUTPUT] 2026-07-09T20:37:35.226376 skip_listing [train]:   49,500/280,000 checked (18%)  —  36365 checks/s  —  ETA 6s  —  0 failed so far
[OUTPUT] 2026-07-09T20:37:35.237818 skip_listing [train]:   50,000/280,000 checked (18%)  —  36426 checks/s  —  ETA 6s  —  0 failed so far
[OUTPUT] 2026-07-09T20:37:35.251170 skip_listing [train]:   50,500/280,000 checked (18%)  —  36436 checks/s  —  ETA 6s  —  0 failed so far
[OUTPUT] 2026-07-09T20:37:35.266045 skip_listing [train]:   51,000/280,000 checked (18%)  —  36406 checks/s  —  ETA 6s  —  0 failed so far
[OUTPUT] 2026-07-09T20:37:35.277929 skip_listing [train]:   51,500/280,000 checked (18%)  —  36453 checks/s  —  ETA 6s  —  0 failed so far
[OUTPUT] 2026-07-09T20:37:35.290363 skip_listing [train]:   52,000/280,000 checked (19%)  —  36486 checks/s  —  ETA 6s  —  0 failed so far
[OUTPUT] 2026-07-09T20:37:35.305046 skip_listing [train]:   52,500/280,000 checked (19%)  —  36461 checks/s  —  ETA 6s  —  0 failed so far
[OUTPUT] 2026-07-09T20:37:35.317103 skip_listing [train]:   53,000/280,000 checked (19%)  —  36503 checks/s  —  ETA 6s  —  0 failed so far
[OUTPUT] 2026-07-09T20:37:35.330533 skip_listing [train]:   53,500/280,000 checked (19%)  —  36510 checks/s  —  ETA 6s  —  0 failed so far
[OUTPUT] 2026-07-09T20:37:35.343818 skip_listing [train]:   54,000/280,000 checked (19%)  —  36520 checks/s  —  ETA 6s  —  0 failed so far
[OUTPUT] 2026-07-09T20:37:35.360670 skip_listing [train]:   54,500/280,000 checked (19%)  —  36443 checks/s  —  ETA 6s  —  0 failed so far
[OUTPUT] 2026-07-09T20:37:35.372608 skip_listing [train]:   55,000/280,000 checked (20%)  —  36486 checks/s  —  ETA 6s  —  0 failed so far
[OUTPUT] 2026-07-09T20:37:35.386191 skip_listing [train]:   55,500/280,000 checked (20%)  —  36489 checks/s  —  ETA 6s  —  0 failed so far
[OUTPUT] 2026-07-09T20:37:35.400973 skip_listing [train]:   56,000/280,000 checked (20%)  —  36463 checks/s  —  ETA 6s  —  0 failed so far
[OUTPUT] 2026-07-09T20:37:35.414397 skip_listing [train]:   56,500/280,000 checked (20%)  —  36470 checks/s  —  ETA 6s  —  0 failed so far
[OUTPUT] 2026-07-09T20:37:35.427363 skip_listing [train]:   57,000/280,000 checked (20%)  —  36487 checks/s  —  ETA 6s  —  0 failed so far
[OUTPUT] 2026-07-09T20:37:35.442023 skip_listing [train]:   57,500/280,000 checked (21%)  —  36465 checks/s  —  ETA 6s  —  0 failed so far
[OUTPUT] 2026-07-09T20:37:35.455899 skip_listing [train]:   58,000/280,000 checked (21%)  —  36461 checks/s  —  ETA 6s  —  0 failed so far
[OUTPUT] 2026-07-09T20:37:35.470026 skip_listing [train]:   58,500/280,000 checked (21%)  —  36452 checks/s  —  ETA 6s  —  0 failed so far
[OUTPUT] 2026-07-09T20:37:35.483000 skip_listing [train]:   59,000/280,000 checked (21%)  —  36469 checks/s  —  ETA 6s  —  0 failed so far
[OUTPUT] 2026-07-09T20:37:35.496562 skip_listing [train]:   59,500/280,000 checked (21%)  —  36472 checks/s  —  ETA 6s  —  0 failed so far
[OUTPUT] 2026-07-09T20:37:35.510765 skip_listing [train]:   60,000/280,000 checked (21%)  —  36461 checks/s  —  ETA 6s  —  0 failed so far
[OUTPUT] 2026-07-09T20:37:35.524949 skip_listing [train]:   60,500/280,000 checked (22%)  —  36451 checks/s  —  ETA 6s  —  0 failed so far
[OUTPUT] 2026-07-09T20:37:35.537164 skip_listing [train]:   61,000/280,000 checked (22%)  —  36483 checks/s  —  ETA 6s  —  0 failed so far
[OUTPUT] 2026-07-09T20:37:35.547754 skip_listing [train]:   61,500/280,000 checked (22%)  —  36551 checks/s  —  ETA 6s  —  0 failed so far
[OUTPUT] 2026-07-09T20:37:35.561105 skip_listing [train]:   62,000/280,000 checked (22%)  —  36558 checks/s  —  ETA 6s  —  0 failed so far
[OUTPUT] 2026-07-09T20:37:35.574038 skip_listing [train]:   62,500/280,000 checked (22%)  —  36574 checks/s  —  ETA 6s  —  0 failed so far
[OUTPUT] 2026-07-09T20:37:35.586921 skip_listing [train]:   63,000/280,000 checked (22%)  —  36591 checks/s  —  ETA 6s  —  0 failed so far
[OUTPUT] 2026-07-09T20:37:35.598656 skip_listing [train]:   63,500/280,000 checked (23%)  —  36631 checks/s  —  ETA 6s  —  0 failed so far
[OUTPUT] 2026-07-09T20:37:35.612323 skip_listing [train]:   64,000/280,000 checked (23%)  —  36631 checks/s  —  ETA 6s  —  0 failed so far
[OUTPUT] 2026-07-09T20:37:35.626072 skip_listing [train]:   64,500/280,000 checked (23%)  —  36629 checks/s  —  ETA 6s  —  0 failed so far
[OUTPUT] 2026-07-09T20:37:35.639027 skip_listing [train]:   65,000/280,000 checked (23%)  —  36643 checks/s  —  ETA 6s  —  0 failed so far
[OUTPUT] 2026-07-09T20:37:35.653926 skip_listing [train]:   65,500/280,000 checked (23%)  —  36618 checks/s  —  ETA 6s  —  0 failed so far
[OUTPUT] 2026-07-09T20:37:35.668709 skip_listing [train]:   66,000/280,000 checked (24%)  —  36595 checks/s  —  ETA 6s  —  0 failed so far
[OUTPUT] 2026-07-09T20:37:35.683978 skip_listing [train]:   66,500/280,000 checked (24%)  —  36562 checks/s  —  ETA 6s  —  0 failed so far
[OUTPUT] 2026-07-09T20:37:35.694934 skip_listing [train]:   67,000/280,000 checked (24%)  —  36617 checks/s  —  ETA 6s  —  0 failed so far
[OUTPUT] 2026-07-09T20:37:35.706997 skip_listing [train]:   67,500/280,000 checked (24%)  —  36648 checks/s  —  ETA 6s  —  0 failed so far
[OUTPUT] 2026-07-09T20:37:35.718901 skip_listing [train]:   68,000/280,000 checked (24%)  —  36683 checks/s  —  ETA 6s  —  0 failed so far
[OUTPUT] 2026-07-09T20:37:35.732368 skip_listing [train]:   68,500/280,000 checked (24%)  —  36686 checks/s  —  ETA 6s  —  0 failed so far
[OUTPUT] 2026-07-09T20:37:35.746571 skip_listing [train]:   69,000/280,000 checked (25%)  —  36675 checks/s  —  ETA 6s  —  0 failed so far
[OUTPUT] 2026-07-09T20:37:35.760193 skip_listing [train]:   69,500/280,000 checked (25%)  —  36675 checks/s  —  ETA 6s  —  0 failed so far
[OUTPUT] 2026-07-09T20:37:35.774745 skip_listing [train]:   70,000/280,000 checked (25%)  —  36657 checks/s  —  ETA 6s  —  0 failed so far
[OUTPUT] 2026-07-09T20:37:35.786673 skip_listing [train]:   70,500/280,000 checked (25%)  —  36690 checks/s  —  ETA 6s  —  0 failed so far
[OUTPUT] 2026-07-09T20:37:35.798772 skip_listing [train]:   71,000/280,000 checked (25%)  —  36719 checks/s  —  ETA 6s  —  0 failed so far
[OUTPUT] 2026-07-09T20:37:35.812671 skip_listing [train]:   71,500/280,000 checked (26%)  —  36714 checks/s  —  ETA 6s  —  0 failed so far
[OUTPUT] 2026-07-09T20:37:35.828995 skip_listing [train]:   72,000/280,000 checked (26%)  —  36663 checks/s  —  ETA 6s  —  0 failed so far
[OUTPUT] 2026-07-09T20:37:35.841806 skip_listing [train]:   72,500/280,000 checked (26%)  —  36678 checks/s  —  ETA 6s  —  0 failed so far
[OUTPUT] 2026-07-09T20:37:35.855449 skip_listing [train]:   73,000/280,000 checked (26%)  —  36678 checks/s  —  ETA 6s  —  0 failed so far
[OUTPUT] 2026-07-09T20:37:35.867256 skip_listing [train]:   73,500/280,000 checked (26%)  —  36712 checks/s  —  ETA 6s  —  0 failed so far
[OUTPUT] 2026-07-09T20:37:35.881953 skip_listing [train]:   74,000/280,000 checked (26%)  —  36692 checks/s  —  ETA 6s  —  0 failed so far
[OUTPUT] 2026-07-09T20:37:35.897137 skip_listing [train]:   74,500/280,000 checked (27%)  —  36664 checks/s  —  ETA 6s  —  0 failed so far
[OUTPUT] 2026-07-09T20:37:35.910586 skip_listing [train]:   75,000/280,000 checked (27%)  —  36667 checks/s  —  ETA 6s  —  0 failed so far
[OUTPUT] 2026-07-09T20:37:35.922583 skip_listing [train]:   75,500/280,000 checked (27%)  —  36697 checks/s  —  ETA 6s  —  0 failed so far
[OUTPUT] 2026-07-09T20:37:35.935989 skip_listing [train]:   76,000/280,000 checked (27%)  —  36700 checks/s  —  ETA 6s  —  0 failed so far
[OUTPUT] 2026-07-09T20:37:35.949397 skip_listing [train]:   76,500/280,000 checked (27%)  —  36704 checks/s  —  ETA 6s  —  0 failed so far
[OUTPUT] 2026-07-09T20:37:35.963536 skip_listing [train]:   77,000/280,000 checked (28%)  —  36695 checks/s  —  ETA 6s  —  0 failed so far
[OUTPUT] 2026-07-09T20:37:35.977905 skip_listing [train]:   77,500/280,000 checked (28%)  —  36682 checks/s  —  ETA 6s  —  0 failed so far
[OUTPUT] 2026-07-09T20:37:35.992726 skip_listing [train]:   78,000/280,000 checked (28%)  —  36662 checks/s  —  ETA 6s  —  0 failed so far
[OUTPUT] 2026-07-09T20:37:36.003766 skip_listing [train]:   78,500/280,000 checked (28%)  —  36706 checks/s  —  ETA 5s  —  0 failed so far
[OUTPUT] 2026-07-09T20:37:36.017825 skip_listing [train]:   79,000/280,000 checked (28%)  —  36699 checks/s  —  ETA 5s  —  0 failed so far
[OUTPUT] 2026-07-09T20:37:36.027870 skip_listing [train]:   79,500/280,000 checked (28%)  —  36760 checks/s  —  ETA 5s  —  0 failed so far
[OUTPUT] 2026-07-09T20:37:36.040724 skip_listing [train]:   80,000/280,000 checked (29%)  —  36772 checks/s  —  ETA 5s  —  0 failed so far
[OUTPUT] 2026-07-09T20:37:36.053001 skip_listing [train]:   80,500/280,000 checked (29%)  —  36794 checks/s  —  ETA 5s  —  0 failed so far
[OUTPUT] 2026-07-09T20:37:36.069539 skip_listing [train]:   81,000/280,000 checked (29%)  —  36745 checks/s  —  ETA 5s  —  0 failed so far
[OUTPUT] 2026-07-09T20:37:36.083006 skip_listing [train]:   81,500/280,000 checked (29%)  —  36748 checks/s  —  ETA 5s  —  0 failed so far
[OUTPUT] 2026-07-09T20:37:36.093972 skip_listing [train]:   82,000/280,000 checked (29%)  —  36791 checks/s  —  ETA 5s  —  0 failed so far
[OUTPUT] 2026-07-09T20:37:36.105336 skip_listing [train]:   82,500/280,000 checked (29%)  —  36828 checks/s  —  ETA 5s  —  0 failed so far
[OUTPUT] 2026-07-09T20:37:36.116821 skip_listing [train]:   83,000/280,000 checked (30%)  —  36862 checks/s  —  ETA 5s  —  0 failed so far
[OUTPUT] 2026-07-09T20:37:36.131380 skip_listing [train]:   83,500/280,000 checked (30%)  —  36846 checks/s  —  ETA 5s  —  0 failed so far
